movieId,title,year,genres,first_three_actors,director,original_language,imdb_id,movieIdInt
124306,My Life and Times With Antonin Artaud,1993,"Biography, Drama",Sami Frey,Gérard Mordillat,en,tt0106810,6312
1645,A Time to Kill,1996,"Crime, Drama, Thriller","Matthew McConaughey, Sandra Bullock, Samuel L. Jackson",Joel Schumacher,en,tt0117913,1006
34170,Larger Than Life,1996,"Family, Comedy","Bill Murray, Tai the Elephant, Jeremy Piven",Howard Franklin,en,tt0116823,3729
124645,Two Deaths,1995,"War, Drama","Sônia Braga, Patrick Malahide, Michael Gambon",Nicolas Roeg,en,tt0117999,6326
151489,Hedd Wyn,1992,"War, Drama","Huw Garmon, Catrin Fychan, Ceri Cunnington",Paul Turner,cy,tt0104403,6981
4837,La Collectionneuse,1967,"Drama, Comedy, Romance","Patrick Bauchau, Haydée Politoff, Daniel Pommereulle",Éric Rohmer,fr,tt0061495,2059
2925,The First Wives Club,1996,Comedy,"Goldie Hawn, Bette Midler, Diane Keaton",Hugh Wilson,en,tt0116313,1590
3595,Ransom,1996,"Action, Thriller","Mel Gibson, Gary Sinise, Delroy Lindo",Ron Howard,en,tt0117438,1786
3573,Emma,1996,"Drama, Comedy, Romance","Gwyneth Paltrow, Toni Collette, Alan Cumming",Douglas McGrath,en,tt0116191,1771
124619,Lotto Land,1995,Drama,"Lawrence Gilliard Jr., Wendell Holmes, Barbara Gonzalez",John Rubino,en,tt0113695,6321
144982,The Big Squeeze,1996,Drama,"Lara Flynn Boyle, Danny Nucci, Peter Dobson",Marcus DeLeon,en,tt0115680,6853
47907,The Spitfire Grill,1996,"Comedy, Drama","Alison Elliott, Ellen Burstyn, Marcia Gay Harden",Lee David Zlotoff,en,tt0117718,4137
549,Basquiat,1996,"Drama, History","Jeffrey Wright, David Bowie, Dennis Hopper",Julian Schnabel,en,tt0115632,411
145925,Mille bolle blu,1993,"Comedy, Romance","Claudio Bigagli, Antonio Catania, Clelia Rondinella",Leone Pompucci,it,tt0107575,6864
238,The Godfather,1972,"Drama, Crime","Marlon Brando, Al Pacino, James Caan",Francis Ford Coppola,en,tt0068646,184
159,Maybe... Maybe Not,1994,"Comedy, Drama","Til Schweiger, Katja Riemann, Joachim Król",Sönke Wortmann,de,tt0109255,115
88224,Manny & Lo,1996,"Drama, Comedy","Mary Kay Place, Scarlett Johansson, Aleska Palladino",Lisa Krueger,en,tt0116985,5362
58770,The Trigger Effect,1996,"Drama, Thriller","Kyle MacLachlan, Elisabeth Shue, Dermot Mulroney",David Koepp,en,tt0117965,4468
124851,Sweet Nothing,1995,Drama,"Michael Imperioli, Mira Sorvino",Gary Winick,en,tt0114592,6331
3587,Bogus,1996,"Fantasy, Comedy, Family","Whoopi Goldberg, Gérard Depardieu, Haley Joel Osment",Norman Jewison,en,tt0115725,1780
26933,Wild Reeds,1994,"Drama, Romance","Gaël Morel, Élodie Bouchez, Stéphane Rideau",André Téchiné,fr,tt0111019,3271
981,The Philadelphia Story,1940,"Comedy, Romance","Katharine Hepburn, Cary Grant, James Stewart",George Cukor,en,tt0032904,765
872,Singin' in the Rain,1952,"Comedy, Music, Romance","Gene Kelly, Donald O'Connor, Debbie Reynolds",Stanley Donen,en,tt0045152,679
2769,An American in Paris,1951,"Drama, Comedy, Music, Romance","Gene Kelly, Leslie Caron, Oscar Levant",Vincente Minnelli,en,tt0043278,1552
164,Breakfast at Tiffany's,1961,"Comedy, Drama, Romance","Audrey Hepburn, George Peppard, Patricia Neal",Blake Edwards,en,tt0054698,120
426,Vertigo,1958,"Mystery, Romance, Thriller","James Stewart, Kim Novak, Barbara Bel Geddes",Alfred Hitchcock,en,tt0052357,322
567,Rear Window,1954,"Drama, Mystery, Thriller","James Stewart, Grace Kelly, Wendell Corey",Alfred Hitchcock,en,tt0047396,425
3078,It Happened One Night,1934,"Comedy, Romance","Clark Gable, Claudette Colbert, Walter Connolly",Frank Capra,en,tt0025316,1668
213,North by Northwest,1959,"Mystery, Thriller","Cary Grant, Eva Marie Saint, James Mason",Alfred Hitchcock,en,tt0053125,161
284,The Apartment,1960,"Comedy, Drama, Romance","Jack Lemmon, Shirley MacLaine, Fred MacMurray",Billy Wilder,en,tt0053604,225
239,Some Like It Hot,1959,"Comedy, Romance","Marilyn Monroe, Tony Curtis, Jack Lemmon",Billy Wilder,en,tt0053291,185
4808,Charade,1963,"Comedy, Mystery, Romance, Thriller","Cary Grant, Audrey Hepburn, Walter Matthau",Stanley Donen,en,tt0056923,2049
289,Casablanca,1942,"Drama, Romance","Humphrey Bogart, Ingrid Bergman, Paul Henreid",Michael Curtiz,en,tt0034583,230
963,The Maltese Falcon,1941,"Mystery, Crime, Thriller","Humphrey Bogart, Mary Astor, Gladys George",John Huston,en,tt0033870,754
6620,Sabrina,1954,"Comedy, Drama, Romance","Humphrey Bogart, Audrey Hepburn, William Holden",Billy Wilder,en,tt0047437,2477
804,Roman Holiday,1953,"Comedy, Romance","Gregory Peck, Audrey Hepburn, Eddie Albert",William Wyler,en,tt0046250,616
909,Meet Me in St. Louis,1944,"Comedy, Music, Romance","Judy Garland, Margaret O'Brien, Mary Astor",Vincente Minnelli,en,tt0037059,709
630,The Wizard of Oz,1939,"Adventure, Family, Fantasy","Judy Garland, Frank Morgan, Ray Bolger",Victor Fleming,en,tt0032138,482
770,Gone with the Wind,1939,"Drama, Romance, War","Vivien Leigh, Clark Gable, Olivia de Havilland",Victor Fleming,en,tt0031381,583
599,Sunset Boulevard,1950,Drama,"William Holden, Gloria Swanson, Erich von Stroheim",Billy Wilder,en,tt0043014,454
15,Citizen Kane,1941,"Mystery, Drama","Orson Welles, Joseph Cotten, Dorothy Comingore",Orson Welles,en,tt0033467,8
62,2001: A Space Odyssey,1968,"Science Fiction, Mystery, Adventure","Keir Dullea, Gary Lockwood, William Sylvester",Stanley Kubrick,en,tt0062622,28
705,All About Eve,1950,Drama,"Bette Davis, Anne Baxter, George Sanders",Joseph L. Mankiewicz,en,tt0042192,548
223,Rebecca,1940,"Drama, Mystery","Laurence Olivier, Joan Fontaine, George Sanders",Alfred Hitchcock,en,tt0032976,170
303,Notorious,1946,"Thriller, Drama, Romance","Cary Grant, Ingrid Bergman, Claude Rains",Alfred Hitchcock,en,tt0038787,243
4174,Spellbound,1945,"Drama, Mystery, Thriller","Ingrid Bergman, Gregory Peck, Michael Chekhov",Alfred Hitchcock,en,tt0038109,1860
381,To Catch a Thief,1955,"Crime, Drama, Mystery, Romance, Thriller","Cary Grant, Grace Kelly, Jessie Royce Landis",Alfred Hitchcock,en,tt0048728,290
1859,Ninotchka,1939,"Comedy, Romance","Greta Garbo, Melvyn Douglas, Ina Claire",Ernst Lubitsch,en,tt0031725,1124
1939,Laura,1944,"Drama, Mystery","Gene Tierney, Dana Andrews, Clifton Webb",Otto Preminger,en,tt0037008,1182
3598,Lost Horizon,1937,"Adventure, Fantasy, Drama, Mystery","Ronald Colman, Jane Wyatt, Edward Everett Horton",Frank Capra,en,tt0029162,1789
3080,Top Hat,1935,"Comedy, Music, Romance","Fred Astaire, Ginger Rogers, Edward Everett Horton",Mark Sandrich,en,tt0027125,1670
198,To Be or Not to Be,1942,"Comedy, War","Carole Lombard, Jack Benny, Robert Stack",Ernst Lubitsch,en,tt0035446,150
220,East of Eden,1955,Drama,"James Dean, Julie Harris, Raymond Massey",Elia Kazan,en,tt0048028,168
3529,The Thin Man,1934,"Comedy, Crime, Mystery","William Powell, Myrna Loy, Maureen O'Sullivan",W.S. Van Dyke,en,tt0025878,1757
3085,His Girl Friday,1940,"Comedy, Drama","Cary Grant, Rosalind Russell, Ralph Bellamy",Howard Hawks,en,tt0032599,1675
2897,Around the World in Eighty Days,1956,"Adventure, Comedy, Family, Fantasy, Romance","David Niven, Cantinflas, Finlay Currie",Michael Anderson,en,tt0048960,1580
1585,It's a Wonderful Life,1946,"Drama, Family, Fantasy","James Stewart, Donna Reed, Lionel Barrymore",Frank Capra,en,tt0038650,961
3083,Mr. Smith Goes to Washington,1939,"Comedy, Drama","James Stewart, Jean Arthur, Claude Rains",Frank Capra,en,tt0031679,1673
900,Bringing Up Baby,1938,"Comedy, Romance","Katharine Hepburn, Cary Grant, Charles Ruggles",Howard Hawks,en,tt0029947,703
26378,They Made Me a Criminal,1939,"Thriller, Crime, Drama, Mystery","John Garfield, The 'Dead End' Kids, Claude Rains",Busby Berkeley,en,tt0032022,3113
260,The 39 Steps,1935,"Action, Thriller, Mystery","Robert Donat, Madeleine Carroll, Lucie Mannheim",Alfred Hitchcock,en,tt0026029,206
488,The African Queen,1951,"Adventure, War, Romance","Humphrey Bogart, Katharine Hepburn, Robert Morley",John Huston,en,tt0043265,365
261,Cat on a Hot Tin Roof,1958,"Drama, Romance","Elizabeth Taylor, Paul Newman, Burl Ives",Richard Brooks,en,tt0051459,207
125587,Nothing Personal,1996,Drama,"Ian Hart, John Lynch, James Frain",Thaddeus O'Sullivan,en,tt0114007,6360
890,Brother of Sleep,1995,Drama,"André Eisermann, Dana Vávrová, Ben Becker",Joseph Vilsmaier,de,tt0114354,695
1770,Michael Collins,1996,"Drama, Thriller","Liam Neeson, Aidan Quinn, Stephen Rea",Neil Jordan,en,tt0117039,1071
2033,Infinity,1996,"Drama, Romance","Matthew Broderick, Patricia Arquette, Peter Riegert",Matthew Broderick,en,tt0116635,1258
25739,L'associé,1979,Comedy,"Michel Serrault, Claudine Auger, Catherine Alric",René Gainville,en,tt0083587,2906
161806,Ed's Next Move,1996,"Romance, Comedy","Matt Ross, Catherine Curtin, Callie Thorne",John Walsh,en,tt0116167,7200
6346,The Chamber,1996,"Crime, Drama","Chris O'Donnell, Gene Hackman, Faye Dunaway",James Foley,en,tt0115862,2426
6878,Homeward Bound: The Incredible Journey,1993,"Adventure, Comedy, Drama, Family","Michael J. Fox, Sally Field, Don Ameche",Duwayne Dunham,en,tt0107131,2495
173,"20,000 Leagues Under the Sea",1954,"Adventure, Drama, Science Fiction","Kirk Douglas, James Mason, Paul Lukas",Richard Fleischer,en,tt0046672,129
864,Cool Runnings,1993,Comedy,"Leon Robinson, Doug E. Doug, Rawle D. Lewis",Jon Turteltaub,en,tt0106611,671
8367,Robin Hood: Prince of Thieves,1991,Adventure,"Kevin Costner, Morgan Freeman, Christian Slater",Kevin Reynolds,en,tt0102798,2678
433,Mary Poppins,1964,"Comedy, Family, Fantasy","Julie Andrews, Dick Van Dyke, David Tomlinson",Robert Stevenson,en,tt0058331,328
562,Die Hard,1988,"Action, Thriller","Bruce Willis, Alan Rickman, Alexander Godunov",John McTiernan,en,tt0095016,421
454,Romeo + Juliet,1996,"Drama, Romance","Leonardo DiCaprio, Claire Danes, John Leguizamo",Baz Luhrmann,en,tt0117509,342
819,Sleepers,1996,"Crime, Drama, Thriller","Robert De Niro, Brad Pitt, Kevin Bacon",Barry Levinson,en,tt0117665,629
1834,"Murder, My Sweet",1944,"Crime, Drama, Mystery, Thriller","Dick Powell, Claire Trevor, Anne Shirley",Edward Dmytryk,en,tt0037101,1106
26282,Macao,1952,"Adventure, Drama, Romance","Robert Mitchum, Jane Russell, William Bendix",Josef von Sternberg,en,tt0044863,3078
252,Willy Wonka & the Chocolate Factory,1971,"Family, Fantasy","Gene Wilder, Jack Albertson, Peter Ostrum",Mel Stuart,en,tt0067992,198
623,A Fish Called Wanda,1988,"Comedy, Crime","John Cleese, Jamie Lee Curtis, Kevin Kline",Charles Crichton,en,tt0095159,475
583,Life of Brian,1979,Comedy,"Graham Chapman, John Cleese, Terry Gilliam",Terry Jones,en,tt0079470,439
475,Bonnie and Clyde,1967,"Crime, Drama","Warren Beatty, Faye Dunaway, Michael J. Pollard",Arthur Penn,en,tt0061418,358
521,Dial M for Murder,1954,"Crime, Mystery, Thriller","Ray Milland, Grace Kelly, Robert Cummings",Alfred Hitchcock,en,tt0046912,388
88,Dirty Dancing,1987,"Drama, Music, Romance","Jennifer Grey, Patrick Swayze, Jerry Orbach",Emile Ardolino,en,tt0092890,52
500,Reservoir Dogs,1992,"Crime, Thriller","Harvey Keitel, Tim Roth, Michael Madsen",Quentin Tarantino,en,tt0105236,374
792,Platoon,1986,"Drama, War, Action","Tom Berenger, Charlie Sheen, Willem Dafoe",Oliver Stone,en,tt0091763,604
8491,Weekend at Bernie's,1989,Comedy,"Andrew McCarthy, Jonathan Silverman, Catherine Mary Stewart",Ted Kotcheff,en,tt0098627,2713
402,Basic Instinct,1992,"Thriller, Mystery","Michael Douglas, Sharon Stone, George Dzundza",Paul Verhoeven,en,tt0103772,305
601,E.T. the Extra-Terrestrial,1982,"Science Fiction, Adventure, Family, Fantasy","Henry Thomas, Drew Barrymore, Robert MacNaughton",Steven Spielberg,en,tt0083866,456
67365,The Search for One-eye Jimmy,1994,Comedy,"Holt McCallany, Michael Badalucco, Nicholas Turturro",Sam Henry Kass,en,tt0117577,4659
25842,A Christmas Carol,1938,"Fantasy, Drama, Family","Reginald Owen, Gene Lockhart, Kathleen Lockhart",Edwin L. Marin,en,tt0029992,2945
2119,Days of Thunder,1990,Adventure,"Tom Cruise, Robert Duvall, Nicole Kidman",Tony Scott,en,tt0099371,1319
744,Top Gun,1986,"Action, Romance, War","Tom Cruise, Kelly McGillis, Val Kilmer",Tony Scott,en,tt0092099,559
136311,American Strays,1996,"Action, Comedy","Luke Perry, Eric Roberts, Jennifer Tilly",Michael Covert,en,tt0115531,6644
702,A Streetcar Named Desire,1951,Drama,"Vivien Leigh, Marlon Brando, Kim Hunter",Elia Kazan,en,tt0044081,545
25750,Children of the Corn IV: The Gathering,1996,Horror,"Naomi Watts, Jamie Renée Smith, Karen Black",Greg Spence,en,tt0115885,2914
102461,A Single Girl,1995,Drama,"Virginie Ledoyen, Benoît Magimel, Dominique Valadié",Benoît Jacquot,fr,tt0113057,5747
1630,The People vs. Larry Flynt,1996,Drama,"Woody Harrelson, Courtney Love, Edward Norton",Miloš Forman,en,tt0117318,994
124837,A Perfect Candidate,1996,Documentary,"Oliver North, Mark Goodin, Bill Clinton",R. J. Cutler,en,tt0117320,6328
2756,The Abyss,1989,"Adventure, Action, Thriller, Science Fiction","Ed Harris, Mary Elizabeth Mastrantonio, Michael Biehn",James Cameron,en,tt0096754,1542
790,The Fog,1980,Horror,"Adrienne Barbeau, Jamie Lee Curtis, Janet Leigh",John Carpenter,en,tt0080749,602
1103,Escape from New York,1981,"Science Fiction, Action","Kurt Russell, Lee Van Cleef, Ernest Borgnine",John Carpenter,en,tt0082340,799
4480,Jean de Florette,1986,Drama,"Yves Montand, Gérard Depardieu, Daniel Auteuil",Claude Berri,fr,tt0091288,1951
4481,Manon of the Spring,1986,Drama,"Yves Montand, Emmanuelle Béart, Daniel Auteuil",Claude Berri,fr,tt0091480,1952
49688,Johnny 100 Pesos,1993,Drama,"Armando Araiza, Patricia Rivera, Willy Semler",Gustavo Graef-Marino,es,tt0107274,4205
762,Monty Python and the Holy Grail,1975,"Adventure, Comedy, Fantasy","Graham Chapman, John Cleese, Terry Gilliam",Terry Gilliam,en,tt0071853,575
124829,The Line King: The Al Hirschfeld Story,1996,Documentary,No Actor,Susan W. Dryfoos,en,tt0116886,6327
531,The Wrong Trousers,1993,"Animation, Comedy, Family",Peter Sallis,Nick Park,en,tt0108598,396
4483,The Return of Martin Guerre,1982,"Mystery, Crime, Drama, History, Romance","Gérard Depardieu, Maurice Barrier, Bernard-Pierre Donnadieu",Daniel Vigne,fr,tt0084589,1954
26167,Raw Deal,1948,Crime,"Dennis O'Keefe, Claire Trevor, Marsha Hunt",Anthony Mann,en,tt0040723,3032
26174,T-Men,1947,"Thriller, Crime","Dennis O'Keefe, Mary Meade, Alfred Ryder",Anthony Mann,en,tt0039881,3036
659,The Tin Drum,1979,"Drama, History, War","Mario Adorf, Angela Winkler, David Bennent",Volker Schlöndorff,de,tt0078875,508
30892,The Ruling Class,1972,"Drama, Comedy","Peter O'Toole, Alastair Sim, Arthur Lowe",Peter Medak,en,tt0069198,3480
7452,"The Cook, the Thief, His Wife & Her Lover",1989,"Crime, Drama","Richard Bohringer, Michael Gambon, Helen Mirren",Peter Greenaway,en,tt0097108,2596
892,Delicatessen,1991,"Comedy, Science Fiction, Fantasy","Dominique Pinon, Marie-Laure Dougnac, Jean-Claude Dreyfus",Jean-Pierre Jeunet,fr,tt0101700,697
1600,The Double Life of Veronique,1991,"Drama, Thriller","Irène Jacob, Halina Gryglaszewska, Philippe Volter",Krzysztof Kieślowski,fr,tt0101765,976
26561,Enchanted April,1991,"Romance, Drama","Josie Lawrence, Miranda Richardson, Joan Plowright",Mike Newell,en,tt0101811,3162
975,Paths of Glory,1957,"Drama, War","Kirk Douglas, Ralph Meeker, Adolphe Menjou",Stanley Kubrick,en,tt0050825,760
409,The English Patient,1996,"Drama, Romance, War","Ralph Fiennes, Juliette Binoche, Willem Dafoe",Anthony Minghella,en,tt0116209,312
1412,"Sex, Lies, and Videotape",1989,Drama,"Andie MacDowell, Peter Gallagher, James Spader",Steven Soderbergh,en,tt0098724,885
2469,Tie Me Up! Tie Me Down!,1989,"Comedy, Crime, Drama, Romance","Victoria Abril, Antonio Banderas, Loles León",Pedro Almodóvar,es,tt0101026,1460
31225,Paris is Burning,1990,Documentary,"Dorian Corey, Pepper LaBeija, Willi Ninja",Jennie Livingston,en,tt0100332,3514
510,One Flew Over the Cuckoo's Nest,1975,Drama,"Jack Nicholson, Louise Fletcher, Danny DeVito",Miloš Forman,en,tt0073486,384
1891,The Empire Strikes Back,1980,"Adventure, Action, Science Fiction","Mark Hamill, Harrison Ford, Carrie Fisher",Irvin Kershner,en,tt0080684,1144
2493,The Princess Bride,1987,"Adventure, Family, Fantasy, Comedy, Romance","Cary Elwes, Robin Wright, Mandy Patinkin",Rob Reiner,en,tt0093779,1464
85,Raiders of the Lost Ark,1981,"Adventure, Action","Harrison Ford, Karen Allen, Paul Freeman",Steven Spielberg,en,tt0082971,49
68,Brazil,1985,"Comedy, Science Fiction","Jonathan Pryce, Robert De Niro, Katherine Helmond",Terry Gilliam,en,tt0088846,34
679,Aliens,1986,"Horror, Action, Thriller, Science Fiction","Sigourney Weaver, Michael Biehn, James Remar",James Cameron,en,tt0090605,526
429,"The Good, the Bad and the Ugly",1966,Western,"Eli Wallach, Clint Eastwood, Lee Van Cleef",Sergio Leone,it,tt0060196,325
389,12 Angry Men,1957,Drama,"Henry Fonda, Martin Balsam, John Fiedler",Sidney Lumet,en,tt0050083,294
947,Lawrence of Arabia,1962,"Adventure, Drama, History, War","Peter O'Toole, Alec Guinness, Anthony Quinn",David Lean,en,tt0056172,742
185,A Clockwork Orange,1971,"Science Fiction, Drama","Malcolm McDowell, Patrick Magee, Adrienne Corri",Stanley Kubrick,en,tt0066921,140
595,To Kill a Mockingbird,1962,"Crime, Drama","Gregory Peck, Brock Peters, James Anderson",Robert Mulligan,en,tt0056592,450
28,Apocalypse Now,1979,"Drama, War","Martin Sheen, Marlon Brando, Robert Duvall",Francis Ford Coppola,en,tt0078788,20
335,Once Upon a Time in the West,1968,Western,"Henry Fonda, Claudia Cardinale, Jason Robards",Sergio Leone,it,tt0064116,269
1892,Return of the Jedi,1983,"Adventure, Action, Science Fiction","Mark Hamill, Harrison Ford, Carrie Fisher",Richard Marquand,en,tt0086190,1145
144,Wings of Desire,1987,"Drama, Fantasy, Romance","Bruno Ganz, Otto Sander, Solveig Dommartin",Wim Wenders,de,tt0093191,101
1092,The Third Man,1949,"Thriller, Mystery","Joseph Cotten, Alida Valli, Orson Welles",Carol Reed,en,tt0041959,797
769,GoodFellas,1990,"Drama, Crime","Robert De Niro, Ray Liotta, Joe Pesci",Martin Scorsese,en,tt0099685,582
348,Alien,1979,"Horror, Action, Thriller, Science Fiction","Tom Skerritt, Sigourney Weaver, Veronica Cartwright",Ridley Scott,en,tt0078748,281
766,Army of Darkness,1992,"Fantasy, Horror, Comedy","Bruce Campbell, Embeth Davidtz, Marcus Gilbert",Sam Raimi,en,tt0106308,579
175,The Big Blue,1988,"Adventure, Drama, Romance","Jean-Marc Barr, Jean Reno, Rosanna Arquette",Luc Besson,fr,tt0095250,131
539,Psycho,1960,"Drama, Horror, Thriller","Anthony Perkins, Vera Miles, John Gavin",Alfred Hitchcock,en,tt0054215,402
525,The Blues Brothers,1980,"Music, Comedy, Action, Crime","Dan Aykroyd, John Belushi, James Brown",John Landis,en,tt0080455,392
240,The Godfather: Part II,1974,"Drama, Crime","Al Pacino, Robert Duvall, Diane Keaton",Francis Ford Coppola,en,tt0071562,186
600,Full Metal Jacket,1987,"Drama, War","Matthew Modine, Adam Baldwin, Vincent D'Onofrio",Stanley Kubrick,en,tt0093058,455
530,A Grand Day Out,1990,"Adventure, Animation, Comedy, Science Fiction, Family",Peter Sallis,Nick Park,en,tt0104361,395
279,Amadeus,1984,"Drama, History, Music","F. Murray Abraham, Tom Hulce, Elizabeth Berridge",Miloš Forman,en,tt0086879,222
3109,The Quiet Man,1952,"Comedy, Drama, Romance","John Wayne, Maureen O'Hara, Victor McLaglen",John Ford,en,tt0045061,1689
311,Once Upon a Time in America,1984,"Drama, Crime","Robert De Niro, James Woods, Elizabeth McGovern",Sergio Leone,en,tt0087843,249
1578,Raging Bull,1980,Drama,"Robert De Niro, Joe Pesci, Cathy Moriarty",Martin Scorsese,en,tt0081398,955
703,Annie Hall,1977,"Comedy, Drama, Romance","Woody Allen, Diane Keaton, Tony Roberts",Woody Allen,en,tt0075686,546
1398,Stalker,1979,"Drama, Science Fiction, Thriller","Aleksandr Kaydanovskiy, Анатолій Солоніцин, Nikolay Grinko",Andrei Tarkovsky,ru,tt0079944,877
387,Das Boot,1981,"Action, Drama, History, War, Adventure","Jürgen Prochnow, Herbert Grönemeyer, Klaus Wennemann",Wolfgang Petersen,de,tt0082096,292
343,Harold and Maude,1971,"Comedy, Drama, Romance","Ruth Gordon, Bud Cort, Cyril Cusack",Hal Ashby,en,tt0067185,276
490,The Seventh Seal,1957,"Fantasy, Drama","Max von Sydow, Gunnar Björnstrand, Bengt Ekerot",Ingmar Bergman,sv,tt0050976,367
218,The Terminator,1984,"Action, Thriller, Science Fiction","Arnold Schwarzenegger, Michael Biehn, Linda Hamilton",James Cameron,en,tt0088247,166
